,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67
33,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001
34,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001
35,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001
36,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001
37,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001
38,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,2.205772673,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,0.945331146,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001
39,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,2.205772673,2.205772673,2.205772673,2.205772673,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,2.520883055,2.520883055,2.520883055,2.520883055,2.520883055,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.945331146,0.945331146,0.945331146,0.945331146,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001
40,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001
41,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001
42,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001
43,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001
44,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
45,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.260441527,1.260441527,1.260441527,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
47,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
48,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
49,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
50,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,0.315110382,0.315110382,0.315110382,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.630220764,0.630220764,0.630220764,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
51,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,0.315110382,0.315110382,0.315110382,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.630220764,0.630220764,0.630220764,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
52,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,0.315110382,0.315110382,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.630220764,0.630220764,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
53,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
54,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
55,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
56,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
57,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
58,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.260441527,1.260441527,1.260441527,1.260441527,1.260441527,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
59,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
60,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
61,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,1.575551909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
63,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
64,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
65,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
